"rank","title","artist"
"1","Somebody That I Used To Know","Gotye & Kimbra"
"2","We Are Young","Fun. & Janelle Monae"
"3","Drive By","Train"
"4","Girl Gone Wild","Madonna"
"5","Ai Se Eu Te Pego","Michel Telo"
"6","E Penso A Te","Marco Carta"
"7","Payphone","Maroon 5 & Wiz Khalifa"
"8","Ma Cherie","DJ Antoine"
"9","Titanium","David Guetta & Sia"
"10","Goodbye Kiss","Kasabian"
"11","We Found Love","Rihanna & Calvin Harris"
"12","Non E L'inferno","Emma"
"13","Tacata","Romano & Sapienza"
"14","Ti Dedico Tutto","Biagio Antonacci"
"15","Sono Solo Parole","Noemi"
"16","These Boots Are Made For Walkin","Planet Funk"
"17","L'anno Che Verra","Lucio Dalla"
"18","Sara Possibile","Nicole Tuzii"
"19","Tappeto Di Fragole","Moda"
"20","Ci Vediamo A Casa","Dolcenera"
