"rank","title","artist"
"1","Bad Romance","Lady Gaga"
"2","Meet Me Halfway","Black Eyed Peas"
"3","Baciami Ancora","Jovanotti"
"4","Rain","Mika"
"5","Salvami","Gianna Nannini"
"6","Tik Tok","Ke$ha"
"7","Empire State Of Mind","Jay-Z & Alicia Keys"
"8","Ti Vorrei Sollevare","Elisa"
"9","Russian Roulette","Rihanna"
"10","Stereo Love","Edward Maya & Vika Jigulina"
"11","Bodies","Robbie Williams"
"12","L' Amore Si Odia","Noemi & Fiorella Mannoia"
"13","Ma Il Cielo E Sempre Piu Blu","Giusy Ferreri"
"14","Ad Ogni Costo","Vasco Rossi"
"15","Dove Si Vola","Marco"
"16","Resto Dell Idea","Marco Carta"
"17","Haven't Met You Yet","Michael Buble"
"18","We Weren't Born To Follow","Bon Jovi"
"19","Estranei A Partire Da Ieri","Alessandra Amoroso"
"20","I Gotta Feeling","Black Eyed Peas"
