"rank","title","artist"
"1","Balada ","Gusttavo Lima"
"2","Call Me Maybe","Carly Rae Jepsen"
"3","Endless Summer","Oceana"
"4","Se Il Mondo Fosse","Emis Killa, Club Dogo, Jax & Marracash"
"5","Ma Cherie","DJ Antoine"
"6","Whistle","Flo Rida"
"7","Non Vivo Piu Senza Te","Biagio Antonacci"
"8","Mama Lover","Serebro"
"9","Payphone","Maroon 5 & Wiz Khalifa"
"10","Tu Mi Porti Su","Giorgia"
"11","Come Un Pittore","Moda"
"12","Senza Riserva","Annalisa"
"13","Drive By","Train"
"14","Summer Paradise","Simple Plan & K'naan"
"15","Only The Horses","Scissor Sisters"
"16","We Found Love","Rihanna & Calvin Harris"
"17","We Are Young","Fun. & Janelle Monae"
"18","Somebody That I Used To Know","Gotye & Kimbra"
"19","Sara Possibile","Nicole Tuzii"
"20","Girl Gone Wild","Madonna"
