"rank","title","artist"
"1","Maracana","Emis Killa"
"2","We Are One (Ole Ola)","Pitbull, Jennifer Lopez & Cludia Leitte"
"3","Dare (La La La)","Shakira"
"4","Rather Be","Clean Bandit & Jess Glynne"
"5","A Sky Full Of Stars","Coldplay"
"6","Un Amore Cosi Grande 2014","Negramaro"
"7","Summer","Calvin Harris"
"8","Addicted To You","Avicii"
"9","Waves","Mr Probz"
"10","Love Never Felt So Good","Michael Jackson"
"11","Tapinho","Checco Zalone"
"12","Happy","Pharrell Williams"
"13","Changes","Faul"
"14","Sing","Ed Sheeran"
"15","Il Mio Giorno Piu Bello Nel Mondo","Francesco Renga"
"16","Non Mi Ami","Giorgia"
"17","Papaoutai","Stromae"
"18","Pronto A Correre (Spanish Version)","Marco Mengoni"
"19","I Got U","Duke Dumont & Jax Jones"
"20","Dolore E Forza","Biagio Antonacci"
