"rank","title","artist"
"1","L'essenziale","Marco Mengoni"
"2","I Follow Rivers","Lykke Li"
"3","Scream & Shout","Will.i.am & Britney Spears"
"4","Pompeii","Bastille"
"5","I See You","Jutty Ranx"
"6","Thrift Shop","Macklemore, Ryan Lewis & Wanz"
"7","Sotto Casa","Max Gazze"
"8","Ho Hey","Lumineers"
"9","Harlem Shake","Baauer"
"10","La Nuova Stella Di Broadway","Cesare Cremonini"
"11","Non Passerai","Marco Mengoni"
"12","What I Might Do","Ben Pearce"
"13","Due Respiri","Chiara"
"14","Cigno Nero","Fedez & Francesca Michielin"
"15","One Way Or Another (Teenage Kicks)","One Direction"
"16","Tensione Evolutiva","Jovanotti"
"17","Musica","Fly Project"
"18","Killer","Baby K & Tiziano Ferro"
"19","100000 Parole D'Amore","Davide"
"20","Un Angelo Disteso Al Sole","Eros Ramazzotti"
