"rank","title","artist"
"1","Fai Rumore","Diodato"
"2","Viceversa","Fransesco Gabbani"
"3","Ringo Starr","Pinguini Tattici Nucleari"
"4","Me Ne Frego","Achille Lauro"
"5","Musica","Elettra Lamborghini"
"6","Andromeda","Elodie"
"7","Per Sentirmi Vivo","Fasma & G G"
"8","Tikibombom","Levante"
"9","Dove","Le Vibrazioni"
"10","Boogieman","Ghali & Salmo"
"11","Rapide","Mahmood"
"12","Eden","Rancore & Dardust"
"13","Blinding Lights","Weeknd"
"14","Blun7 A Swishland","Tha Supreme"
"15","Rosso Di Rabbia","Anastasio"
"16","Gigante","Piero Pelu"
"17","Dance Monkey","Tones And I"
"18","Vai Bene Cosi","Leo Gassmann"
"19","Don't Start Now","Dua Lipa"
"20","Sincero","Bugo & Morgan"
