"rank","title","artist"
"1","Perfect","Ed Sheeran"
"2","Havana","Camila Cabello & Young Thug"
"3","Chosen","Maneskin"
"4","La Musica Non C'e","Coez"
"5","Irraggiungibile","Shade & Federica Carta"
"6","Echame La Culpa","Luis Fonsi & Demi Lovato"
"7","Ipernova","Mr. Rain"
"8","Leave A Light On","Tom Walker"
"9","Whatever It Takes","Imagine Dragons"
"10","L'Amore E","Enrico Nigiotti"
"11","Chairaggione","Nitro & Salmo"
"12","Da Sola / In The Night","Takagi & Ketra, Tommaso Paradiso & Elisa"
"13","Dress Code","Il Pagante & Samuel Heron"
"14","Rockstar","Post Malone & 21 Savage"
"15","Io Non Abito Al Mare","Francesca Michielin"
"16","Diego Armando Maradona","Dark Polo Gang"
"17","Come Neve","Giorgia & Marco Mengoni"
"18","Stavo Pensando A Te","Fabri Fibra"
"19","Zombie","Cranberries"
"20","What Lovers Do","Maroon 5 & SZA"
