"rank","title","artist"
"1","Maracana","Emis Killa"
"2","Waves","Mr Probz"
"3","A Sky Full Of Stars","Coldplay"
"4","Summer","Calvin Harris"
"5","Try","P!nk"
"6","Il Mio Giorno Piu Bello Nel Mondo","Francesco Renga"
"7","Splendida Ostinazione","Marco Carta"
"8","Addicted To You","Avicii"
"9","Love Never Felt So Good","Michael Jackson"
"10","Hideaway","Kiesza"
"11","On Top Of The World","Imagine Dragons"
"12","The Chamber","Lenny Kravitz"
"13","Buonanotte Giorno","Gabry Ponte"
"14","Dare (La La La)","Shakira"
"15","Maps","Maroon 5"
"16","Papaoutai","Stromae"
"17","I Got U","Duke Dumont & Jax Jones"
"18","Un Amore Cosi Grande 2014","Negramaro"
"19","Dove E Sempre Sole","Moda"
"20","Lovers On The Sun","David Guetta & Sam Martin"
