"rank","title","artist"
"1","Stardust","Mika & Chiara"
"2","Jubel","Klingande"
"3","Let Her Go","Passenger"
"4","Ordinary Love","U2"
"5","The Monster","Eminem & Rihanna"
"6","All I Want For Christmas Is You","Mariah Carey"
"7","Wrecking Ball","Miley Cyrus"
"8","Unconditionally","Katy Perry"
"9","Hey Brother","Avicii"
"10","Burn","Ellie Goulding"
"11","Quando Una Stella Muore","Giorgia"
"12","Unconditionally","Katy Perry"
"13","All I Want For Christmas Is You","Mariah Carey"
"14","Burn","Ellie Goulding"
"15","Summertime Sadness","Lana Del Rey"
"16","Royals","Lorde"
"17","I'm Your Sacrifice","Ozark Henry"
"18","Talk Dirty","Jason Derulo & 2 Chainz"
"19","L'Amore Non Mi Basta","Emma"
"20","Tu Sei Lei","Ligabue"
