"rank","title","artist"
"1","It's Raining Men","Geri Halliwell"
"2","Clint Eastwood","Gorillaz"
"3","Me Gustas Tu","Manu Chao"
"4","Infinito","RAF"
"5","Candela","Chayanne"
"6","Bucatini Disco Dance","Bonolis & Laurenti"
"7","Crying At The Discoteque","Alcazar"
"8","Bella Vera","883"
"9","Down Down Down","Lollipop"
"10","Survivor","Destiny's Child"
"11","Uptown Girl","Westlife"
"12","Imitation Of Life","R.E.M."
"13","What Took You So Long?","Emma Bunton"
"14","Salta-la Bomba Remix","King Africa"
"15","Lucky (in My Life)","Eiffel 65"
"16","Mad About You","Hooverphonic"
"17","One Wild Night","Bon Jovi"
"18","Play","Jennifer Lopez"
"19","It Takes A Fool To Remain Sane","Ark"
"20","Piu' Che Puoi","Eros Ramazzotti & Cher"
