"rank","title","artist"
"1","Dragostea Din Tei","Haiducii"
"2","Shut Up","Black Eyed Peas"
"3","In The Shadows","Rasmus"
"4","My Immortal","Evanescence"
"5","Hey Ya!","Outkast"
"6","Obsesion","Aventura"
"7","I'm Still In Love With You","Sean Paul"
"8","Life For Rent","Dido"
"9","Fuori Dal Tunnel","Caparezza"
"10","Love Profusion","Madonna"
"11","Remixed & Revisited","Madonna"
"12","Sunshine","Patrice"
"13","Sunrise","Norah Jones"
"14","Come & Get It","Lady Ragga"
"15","First Day Of My Life","Rasmus"
"16","It's My Life","No Doubt"
"17","Broken","Elisa"
"18","Da Hype","Junior Jack"
"19","Kunta Kinte","Daniele Silvestri"
"20","Luna","Verdena"
