"rank","title","artist"
"1","See You Again","Wiz Khalifa & Charlie Puth"
"2","Cheerleader","OMI"
"3","Love Me Like You Do","Ellie Goulding"
"4","Uptown Funk!","Mark Ronson & Bruno Mars"
"5","FourFiveSeconds","Rihanna, Kanye West & Paul McCartney"
"6","Chandelier","Sia"
"7","Take Me To Church","Hozier"
"8","Lean On","Major Lazer, Snake & MO"
"9","Sugar","Maroon 5"
"10","Firestone","Kygo & Conrad"
"11","Goodbye","Feder & Lyse"
"12","Thinking Out Loud","Ed Sheeran"
"13","L'amore Esiste","Francesca Michielin"
"14","Buon Viaggio","Cesare Cremonini"
"15","Guerriero","Marco Mengoni"
"16","Siamo Uguali","Lorenzo Fragola"
"17","Hold Back The River","James Bay"
"18","Magnifico","Fedez & Francesca Michielin"
"19","L'Amore Eternit","Fedez"
"20","Ghosttown","Madonna"
