"rank","title","artist"
"1","Est-ce Que Tu M`aimes?","Maitre Gims"
"2","Stitches","Shawn Mendes"
"3","Sorry","Justin Bieber"
"4","Hello","Adele"
"5","Ti Ho Voluto Bene Veramente","Marco Mengoni"
"6","Adventure Of A Lifetime","Coldplay"
"7","Take Me Home","Jess Glynne"
"8","What Do You Mean?","Justin Bieber"
"9","Reality","Lost Frequencies & Janieck Devy"
"10","Locked Away","R. City & Adam Levine"
"11","Hotline Bling","Drake"
"12","Beautiful Disaster","Fedez & Mika"
"13","Love Yourself","Justin Bieber & Jaden Smith"
"14","Roma Bangkok","Baby K & Giusy Ferreri"
"15","Ginza","J Balvin"
"16","Sugar","Robin Schulz & Francesco Yates"
"17","Heroes","David Bowie"
"18","Volevo Te","Giusy Ferreri"
"19","Lay It All On Me","Rudimental & Ed Sheeran"
"20","Ego","Willy William"
