"rank","title","artist"
"1","Wake Me Up!","Avicii"
"2","You Will Never Know","Imany"
"3","Applause","Lady Gaga"
"4","Love Me Again","John Newman"
"5","Safe And Sound","Capital Cities"
"6","Zalele","Claudia, Asu & Ticy"
"7","Roar","Katy Perry"
"8","Estate","Jovanotti"
"9","La La La","Naughty Boy & Sam Smith"
"10","Blurred Lines","Robin Thicke"
"11","Get Lucky","Daft Punk"
"12","Dimentico Tutto","Emma"
"13","Play Hard","David Guetta"
"14","Can't Hold Us","Macklemore, Ryan Lewis & Ray Dalton"
"15","Mi Mi Mi","Serebro"
"16","I Love It","Icona Pop"
"17","Limbo","Daddy Yankee"
"18","L'universo Tranne Noi","Max Pezzali"
"19","I'm In Love","Ola"
"20","I Need Your Love","Calvin Harris & Ellie Goulding"
