"rank","title","artist"
"1","Hello","Adele"
"2","Runaway","Urban Strangers"
"3","Adventure Of A Lifetime","Coldplay"
"4","Ti Ho Voluto Bene Veramente","Marco Mengoni"
"5","Beautiful Disaster","Fedez & Mika"
"6","Il Rimpianto Di Te","Giosada"
"7","Est-ce Que Tu M`aimes?","Maitre Gims"
"8","What Do You Mean?","Justin Bieber"
"9","Sorry","Justin Bieber"
"10","My Soul Trigger","Davide Shorty"
"11","Locked Away","R. City & Adam Levine"
"12","Hotline Bling","Drake"
"13","Roma Bangkok","Baby K & Giusy Ferreri"
"14","Reality","Lost Frequencies & Janieck Devy"
"15","Stitches","Shawn Mendes"
"16","Sugar","Robin Schulz & Francesco Yates"
"17","21 Grammi","Fedez"
"18","All I Want For Christmas Is You","Mariah Carey"
"19","Volevo Te","Giusy Ferreri"
"20","Renegades","X Ambassadors"
