"rank","title","artist"
"1","Dance Monkey","Tones And I"
"2","Ti Volevo Dedicare","Rocco Hunt, J-AX & Boomdabash"
"3","Non Avere Paura","Tommaso Paradiso"
"4","Pookie","Aya Nakamura"
"5","Una Volta Ancora","Fred De Palma & Ana Mena"
"6","Barrio","Mahmood"
"7","Chiasso","Random & Zenit"
"8","Gigolo","Lazza & Sfera Ebbasta, Capo Plaza"
"9","Love Bandana","Ketama126, Tedua & Chris Nolan"
"10","Yoshi","Machete, Dani Faiv, Tha Supreme & Fabri Fibra"
"11","Cin Cin","Alfa & Yanomi"
"12","Bossoli","Shiva"
"13","Memories","Maroon 5"
"14","Dove E Quando","Benji & Fede"
"15","Twerk","Mambolosco & Boro Boro"
"16","Piccola Stella","Ultimo"
"17","Duemila Volte","Marco Mengoni"
"18","La Tua Canzone","Coez"
"19","Lento","Boro Boro & Mambolosco"
"20","Circles","Post Malone"
