"rank","title","artist"
"1","Balada ","Gusttavo Lima"
"2","Il Pulcino Pio","Pulcino Pio"
"3","Whistle","Flo Rida"
"4","Call Me Maybe","Carly Rae Jepsen"
"5","Endless Summer","Oceana"
"6","Mama Lover","Serebro"
"7","Non Vivo Piu Senza Te","Biagio Antonacci"
"8","Ma Cherie","DJ Antoine"
"9","Payphone","Maroon 5 & Wiz Khalifa"
"10","Only The Horses","Scissor Sisters"
"11","Senza Riserva","Annalisa"
"12","Tu Mi Porti Su","Giorgia"
"13","Summer Paradise","Simple Plan & K'naan"
"14","Come Un Pittore","Moda"
"15","We Are Young","Fun. & Janelle Monae"
"16","We Found Love","Rihanna & Calvin Harris"
"17","Drive By","Train"
"18","Girl Gone Wild","Madonna"
"19","Se Il Mondo Fosse","Emis Killa, Club Dogo, Jax & Marracash"
"20","Somebody That I Used To Know","Gotye & Kimbra"
