"rank","title","artist"
"1","Hideaway","Kiesza"
"2","A Sky Full Of Stars","Coldplay"
"3","Summer","Calvin Harris"
"4","Il Mio Giorno Piu Bello Nel Mondo","Francesco Renga"
"5","Waves","Mr Probz"
"6","Maracana","Emis Killa"
"7","Splendida Ostinazione","Marco Carta"
"8","Try","P!nk"
"9","Lasciami Entrare","Valerio Scanu"
"10","The Chamber","Lenny Kravitz"
"11","Love Never Felt So Good","Michael Jackson"
"12","Dare (La La La)","Shakira"
"13","Maps","Maroon 5"
"14","On Top Of The World","Imagine Dragons"
"15","Lovers On The Sun","David Guetta & Sam Martin"
"16","Prayer In C (Robin Schulz Remix)","Lilly Wood & Prick"
"17","Stay With Me","Sam Smith"
"18","Bellezza, Incanto E Nostalgia","Alessandra Amoroso"
"19","Papaoutai","Stromae"
"20","Addicted To You","Avicii"
