"rank","title","artist"
"1","Let Her Go","Passenger"
"2","Stardust","Mika & Chiara"
"3","Wrecking Ball","Miley Cyrus"
"4","Tu Sei Lei","Ligabue"
"5","Jubel","Klingande"
"6","Royals","Lorde"
"7","Burn","Ellie Goulding"
"8","Summertime Sadness","Lana Del Rey"
"9","The Monster","Eminem & Rihanna"
"10","Il Sale Della Terra","Ligabue"
"11","Roar","Katy Perry"
"12","Talk Dirty","Jason Derulo & 2 Chainz"
"13","Go Gentle","Robbie Williams"
"14","L'Anima Vola","Elisa"
"15","Wake Me Up!","Avicii"
"16","Quando Una Stella Muore","Giorgia"
"17","Bonfire Heart","James Blunt"
"18","L'Amore Non Mi Basta","Emma"
"19","Mad World","Michael Andrews & Gary Jules"
"20","You & I","One Direction"
