"rank","title","artist"
"1","Eh...Gia","Vasco Rossi"
"2","Born This Way","Lady Gaga"
"3","Rolling In The Deep","Adele"
"4","Tutto L'amore Che Ho","Jovanotti"
"5","Tranne Te","Fabri Fibra"
"6","Vuoto A Perdere","Noemi"
"7","Ogni Tanto","Gianna Nannini"
"8","Grenade","Bruno Mars"
"9","Firework","Katy Perry"
"10","Barbra Streisand","Duck Sauce"
"11","Just The Way You Are","Bruno Mars"
"12","What's My Name?","Rihanna & Drake"
"13","La Mia Storia Con Te","Alessandra Amoroso"
"14","Replay","Iyaz"
"15","Hello","Martin Solveig"
"16","Loca","Shakira & El Cata"
"17","Te Amo","Rihanna"
"18","Airplanes","B.o.B"
"19","The Flood","Take That"
"20","Sole Nero","Litfiba"
