"rank","title","artist"
"1","Balada ","Gusttavo Lima"
"2","Call Me Maybe","Carly Rae Jepsen"
"3","Il Pulcino Pio","Pulcino Pio"
"4","Whistle","Flo Rida"
"5","Endless Summer","Oceana"
"6","Non Vivo Piu Senza Te","Biagio Antonacci"
"7","P.E.S.","Club Dogo & Giuliano Palma"
"8","Mama Lover","Serebro"
"9","Ma Cherie","DJ Antoine"
"10","Payphone","Maroon 5 & Wiz Khalifa"
"11","Balada ","Gusttavo Lima"
"12","Senza Riserva","Annalisa"
"13","Only The Horses","Scissor Sisters"
"14","Summer Paradise","Simple Plan & K'naan"
"15","Tu Mi Porti Su","Giorgia"
"16","Drive By","Train"
"17","We Are Young","Fun. & Janelle Monae"
"18","We Found Love","Rihanna & Calvin Harris"
"19","Come Un Pittore","Moda"
"20","Se Il Mondo Fosse","Emis Killa, Club Dogo, Jax & Marracash"
