"rank","title","artist"
"1","Mercy","Duffy"
"2","Bleeding Love","Leona Lewis"
"3","I'll Be Waiting","Lenny Kravitz"
"4","Il Solito Sesso","Max Gazze"
"5","Supernatural Superserious","R.E.M."
"6","Tear Down These Houses","Skin"
"7","Amen","Zucchero"
"8","Cammina Nel Sole","Gianluca Grignani"
"9","Buonanotte All'italia","Ligabue"
"10","A Te","Jovanotti"
"11","New Soul","Yael Naim"
"12","Eppure Mi Hai Cambiato La Vita","Fabrizio Moro"
"13","Cade La Pioggia","Negramaro"
"14","Basta!","L'aura"
"15","Apologize","Timbaland"
"16","Won't Go Home Without You","Maroon 5"
"17","Vita Tranquilla","Tricarico"
"18","Dimmi","Francesco Renga"
"19","Let Me Out","Ben's Brother"
"20","Back To Black","Amy Winehouse"
