"rank","title","artist"
"1","Wake Me Up!","Avicii"
"2","L'Anima Vola","Elisa"
"3","You Will Never Know","Imany"
"4","Amore Puro","Alessandra Amoroso"
"5","Roar","Katy Perry"
"6","Applause","Lady Gaga"
"7","Safe And Sound","Capital Cities"
"8","Estate","Jovanotti"
"9","Love Me Again","John Newman"
"10","Blurred Lines","Robin Thicke"
"11","Va Tutto Bene","Claudio Baglioni"
"12","Get Lucky","Daft Punk"
"13","Zalele","Claudia, Asu & Ticy"
"14","La La La","Naughty Boy & Sam Smith"
"15","Can't Hold Us","Macklemore, Ryan Lewis & Ray Dalton"
"16","Dimentico Tutto","Emma"
"17","Play Hard","David Guetta"
"18","I Love It","Icona Pop"
"19","Limbo","Daddy Yankee"
"20","Mi Mi Mi","Serebro"
