"rank","title","artist"
"1","Danza Kuduro","Don Omar & Lucenzo"
"2","Mr. Saxobeat","Alexandra Stan"
"3","Set Fire To The Rain","Adele"
"4","On The Floor","Jennifer Lopez & Pitbull"
"5","Party Rock Anthem","LMFAO"
"6","Give Me Everything","Pitbull"
"7","Every Teardrop Is A Waterfall","Coldplay"
"8","Il Piu' Grande Spettacolo Dopo Il Big Bang","Jovanotti"
"9","Far L'Amore","Bob Sinclar & Raffaella Carra"
"10","Price Tag","Jessie J & B.o.B"
"11","Arrivera","Emma & Moda"
"12","Basta Cosi","Negramaro & Elisa"
"13","Diamante Lei E Luce Lui","Annalisa"
"14","Just Can't Get Enough","Black Eyed Peas"
"15","E.T.","Katy Perry"
"16","Il Mare Immenso","Giusy Ferreri"
"17","Rolling In The Deep","Adele"
"18","Just The Way You Are","Bruno Mars"
"19","Barbra Streisand","Duck Sauce"
"20","Tutto L'amore Che Ho","Jovanotti"
