"rank","title","artist"
"1","Perfect","Ed Sheeran"
"2","Diego Armando Maradona","Dark Polo Gang"
"3","La Musica Non C'e","Coez"
"4","Chosen","Maneskin"
"5","Irraggiungibile","Shade & Federica Carta"
"6","Havana","Camila Cabello & Young Thug"
"7","L'Isola","Emma"
"8","Echame La Culpa","Luis Fonsi & Demi Lovato"
"9","Leave A Light On","Tom Walker"
"10","L'Amore E","Enrico Nigiotti"
"11","Stavo Pensando A Te","Fabri Fibra"
"12","Rockstar","Post Malone & 21 Savage"
"13","Whatever It Takes","Imagine Dragons"
"14","Ipernova","Mr. Rain"
"15","Come Neve","Giorgia & Marco Mengoni"
"16","Dusk Till Dawn","Zayn & Sia"
"17","Poetica","Cesare Cremonini"
"18","Me Rehuso","Danny Ocean"
"19","Amorevole","Dark Polo Gang & Prynce"
"20","Shape Of You","Ed Sheeran"
