"rank","title","artist"
"1","I Follow Rivers","Lykke Li"
"2","Scream & Shout","Will.i.am & Britney Spears"
"3","What I Might Do","Ben Pearce"
"4","Try","P!nk"
"5","Locked Out Of Heaven","Bruno Mars"
"6","Diamonds","Rihanna"
"7","L'Uomo Piu Semplice","Vasco Rossi"
"8","Ho Hey","Lumineers"
"9","Due Respiri","Chiara"
"10","I See You","Jutty Ranx"
"11","Die Young","Ke$ha"
"12","Scelgo Me","Marco Carta"
"13","Tensione Evolutiva","Jovanotti"
"14","Where Are We Now?","David Bowie"
"15","Gangnam Style","PSY"
"16","Don't You Worry Child","Swedish House Mafia & John Martin"
"17","100000 Parole D'Amore","Davide"
"18","Musica","Fly Project"
"19","Endless Summer","Oceana"
"20","Un Angelo Disteso Al Sole","Eros Ramazzotti"
