"rank","title","artist"
"1","Balada ","Gusttavo Lima"
"2","Payphone","Maroon 5 & Wiz Khalifa"
"3","La Cacada","Checco Zalone"
"4","Ma Cherie","DJ Antoine"
"5","Cercavo Amore","Emma"
"6","Endless Summer","Oceana"
"7","Come Un Pittore","Moda"
"8","Somebody That I Used To Know","Gotye & Kimbra"
"9","We Are Young","Fun. & Janelle Monae"
"10","Tu Mi Porti Su","Giorgia"
"11","We Found Love","Rihanna & Calvin Harris"
"12","Girl Gone Wild","Madonna"
"13","Sara Possibile","Nicole Tuzii"
"14","Senza Riserva","Annalisa"
"15","Come Se Non Fosse Stato Mai Amore","Marco Carta"
"16","Dance Again","Jennifer Lopez & Pitbull"
"17","Goodbye Kiss","Kasabian"
"18","Non E L'inferno","Emma"
"19","These Boots Are Made For Walkin","Planet Funk"
"20","Ci Vediamo A Casa","Dolcenera"
