"rank","title","artist"
"1","Love Me Like You Do","Ellie Goulding"
"2","Take Me To Church","Hozier"
"3","Uptown Funk!","Mark Ronson & Bruno Mars"
"4","FourFiveSeconds","Rihanna, Kanye West & Paul McCartney"
"5","Thinking Out Loud","Ed Sheeran"
"6","Guerriero","Marco Mengoni"
"7","Magnifico","Fedez & Francesca Michielin"
"8","Grande Amore","Il Volo"
"9","Sabato","Jovanotti"
"10","Una Finestra Tra Le Stelle","Annalisa"
"11","Siamo Uguali","Lorenzo Fragola"
"12","Sugar","Maroon 5"
"13","Fatti Avanti Amore","Nek"
"14","Straordinario","Chiara"
"15","Incanto","Tiziano Ferro"
"16","Hold Back The River","James Bay"
"17","Cheerleader","OMI"
"18","Elastic Heart","Sia, The Weeknd & Diplo"
"19","Bailando","Enrique Iglesias"
"20","Chandelier","Sia"
