"rank","title","artist"
"1","Stardust","Mika & Chiara"
"2","Let Her Go","Passenger"
"3","Wrecking Ball","Miley Cyrus"
"4","Diana","One Direction"
"5","Royals","Lorde"
"6","Burn","Ellie Goulding"
"7","Midnight Memories","One Direction"
"8","Strong","One Direction"
"9","Summertime Sadness","Lana Del Rey"
"10","The Monster","Eminem & Rihanna"
"11","L'Anima Vola","Elisa"
"12","Jubel","Klingande"
"13","Roar","Katy Perry"
"14","Go Gentle","Robbie Williams"
"15","Quando Una Stella Muore","Giorgia"
"16","Wake Me Up!","Avicii"
"17","Talk Dirty","Jason Derulo & 2 Chainz"
"18","Bonfire Heart","James Blunt"
"19","Cambia-Menti","Vasco Rossi"
"20","Il Sale Della Terra","Ligabue"
