"rank","title","artist"
"1","It's Raining Men","Geri Halliwell"
"2","Infinito","RAF"
"3","Me Gustas Tu","Manu Chao"
"4","Bucatini Disco Dance","Bonolis & Laurenti"
"5","Che C'e'","Antonello Venditti"
"6","Crying At The Discoteque","Alcazar"
"7","Tre Parole","Valeria Rossi"
"8","Candela","Chayanne"
"9","Clint Eastwood","Gorillaz"
"10","Sing","Travis"
"11","It Takes A Fool To Remain Sane","Ark"
"12","Lady Marmalade","C. Aguilera , Mya & Pink"
"13","Uptown Girl","Westlife"
"14","Bella Vera","883"
"15","Salta-la Bomba Remix","King Africa"
"16","Elevation","U2"
"17","There You'll Be","Faith Hill"
"18","Starlight","Supermen Lovers"
"19","What Took You So Long?","Emma Bunton"
"20","Don't Leave Me Now","Lollipop"
