"rank","title","artist"
"1","The Reason","Hoobastank"
"2","(Reach Up For The) Sunrise","Duran Duran"
"3","Sick And Tired","Anastacia"
"4","Universal Prayer","Tiziano Ferro"
"5","F**k It","Eamon"
"6","Calma E Sangue Freddo","Luca Dirisio"
"7","Spider Man Theme","Michael Buble"
"8","Bubblin'","Blue"
"9","Leave (Get Out)","JoJo"
"10","Boom, Like That","Mark Knopfler"
"11","A Chi Mi Dice","Blue"
"12","My Place","Nelly & Jaheim"
"13","I Don't Wanna Know","Mario Winans"
"14","Waves Of Luv","2black"
"15","Slide Along Side","Shifty"
"16","Misread","Kings Of Convenience"
"17","This Love","Maroon 5"
"18","Yeah","Usher"
"19","Singles Box 2 1986 - 1995","Duran Duran"
"20","Lola's Theme","Shapeshifters"
