"rank","title","artist"
"1","Get Lucky","Daft Punk"
"2","La La La","Naughty Boy & Sam Smith"
"3","Blurred Lines","Robin Thicke"
"4","Play Hard","David Guetta"
"5","I Love It","Icona Pop"
"6","L'universo Tranne Noi","Max Pezzali"
"7","You Will Never Know","Imany"
"8","I'm In Love","Ola"
"9","Fammi Entrare","Marco Carta"
"10","Just Give Me A Reason","P!nk & Nate Ruess"
"11","My Head Is A Jungle","Wankelmut & Emma Louise"
"12","Ti Porto Via Con Me","Jovanotti"
"13","We Own It (Fast & Furious)","2 Chainz & Wiz Khalifa"
"14","Amami","Emma"
"15","Pompeii","Bastille"
"16","Che Confusione","Moreno"
"17","Sotto Casa","Max Gazze"
"18","Ti Voglio Bene","Marco Carta"
"19","Bravo Ragazzo","Gue Pequeno"
"20","Cigno Nero","Fedez & Francesca Michielin"
