"rank","title","artist"
"1","La Musica Non C'e","Coez"
"2","Poetica","Cesare Cremonini"
"3","Sconosciuti Da Una Vita","J-AX & Fedez"
"4","Giovane Fuoriclasse","Capo Plaza & Ava"
"5","Rockstar","Post Malone & 21 Savage"
"6","Too Good At Goodbyes","Sam Smith"
"7","What Lovers Do","Maroon 5 & SZA"
"8","New Rules","Dua Lipa"
"9","Perfect","Ed Sheeran"
"10","Dusk Till Dawn","Zayn & Sia"
"11","Habibi","Ghali"
"12","Havana","Camila Cabello & Young Thug"
"13","Stavo Pensando A Te","Fabri Fibra"
"14","Mi Gente","J Balvin & Willy William"
"15","Me Rehuso","Danny Ocean"
"16","Le Luci Della Citta","Coez"
"17","Faccio Un Casino","Coez"
"18","What About Us","P!nk"
"19","Ti Fa Stare Bene","Caparezza"
"20","Katchi","Ofenbach & Nick Waterhouse"
