"rank","title","artist"
"1","Balada ","Gusttavo Lima"
"2","Se Il Mondo Fosse","Emis Killa, Club Dogo, Jax & Marracash"
"3","Endless Summer","Oceana"
"4","Payphone","Maroon 5 & Wiz Khalifa"
"5","Call Me Maybe","Carly Rae Jepsen"
"6","Ma Cherie","DJ Antoine"
"7","Come Un Pittore","Moda"
"8","Mama Lover","Serebro"
"9","Non Vivo Piu Senza Te","Biagio Antonacci"
"10","Tu Mi Porti Su","Giorgia"
"11","Only The Horses","Scissor Sisters"
"12","Senza Riserva","Annalisa"
"13","Drive By","Train"
"14","Girl Gone Wild","Madonna"
"15","Summer Paradise","Simple Plan & K'naan"
"16","We Found Love","Rihanna & Calvin Harris"
"17","Sara Possibile","Nicole Tuzii"
"18","We Are Young","Fun. & Janelle Monae"
"19","Non E L'inferno","Emma"
"20","Somebody That I Used To Know","Gotye & Kimbra"
