"rank","title","artist"
"1","Wake Me Up!","Avicii"
"2","La La La","Naughty Boy & Sam Smith"
"3","Blurred Lines","Robin Thicke"
"4","Get Lucky","Daft Punk"
"5","You Will Never Know","Imany"
"6","Play Hard","David Guetta"
"7","I Love It","Icona Pop"
"8","Can't Hold Us","Macklemore, Ryan Lewis & Ray Dalton"
"9","I'm In Love","Ola"
"10","Zalele","Claudia, Asu & Ticy"
"11","L'universo Tranne Noi","Max Pezzali"
"12","Mi Mi Mi","Serebro"
"13","Dimentico Tutto","Emma"
"14","Love Me Again","John Newman"
"15","Just Give Me A Reason","P!nk & Nate Ruess"
"16","Pronto A Correre","Marco Mengoni"
"17","My Head Is A Jungle","Wankelmut & Emma Louise"
"18","Ti Porto Via Con Me","Jovanotti"
"19","Che Confusione","Moreno"
"20","Fino All'Estasi","Eros Ramazzotti & Nicole Scherzinger"
