"rank","title","artist"
"1","Get Lucky","Daft Punk"
"2","Blurred Lines","Robin Thicke"
"3","I Love It","Icona Pop"
"4","Just Give Me A Reason","P!nk & Nate Ruess"
"5","Play Hard","David Guetta"
"6","Che Confusione","Moreno"
"7","Dieci Dita","Claudio Baglioni"
"8","My Head Is A Jungle","Wankelmut & Emma Louise"
"9","I'm In Love","Ola"
"10","Pompeii","Bastille"
"11","Cigno Nero","Fedez & Francesca Michielin"
"12","We Own It (Fast & Furious)","2 Chainz & Wiz Khalifa"
"13","L'universo Tranne Noi","Max Pezzali"
"14","Amami","Emma"
"15","Bravo Ragazzo","Gue Pequeno"
"16","Ti Voglio Bene","Marco Carta"
"17","Thrift Shop","Macklemore, Ryan Lewis & Wanz"
"18","Sotto Casa","Max Gazze"
"19","Pronto A Correre","Marco Mengoni"
"20","L'essenziale","Marco Mengoni"
