"rank","title","artist"
"1","Arrivera","Emma & Moda"
"2","On The Floor","Jennifer Lopez & Pitbull"
"3","Rolling In The Deep","Adele"
"4","Le Tasche Piene Di Sassi","Jovanotti"
"5","Eh...Gia","Vasco Rossi"
"6","Tranne Te","Fabri Fibra"
"7","Vuoto A Perdere","Noemi"
"8","Born This Way","Lady Gaga"
"9","Tutto L'amore Che Ho","Jovanotti"
"10","Il Mare Immenso","Giusy Ferreri"
"11","Io Confesso","Mauro Giovanardi Ermanno & La Crus"
"12","Diamante Lei E Luce Lui","Annalisa"
"13","Follia D'Amore","Raphael Gualazzi"
"14","What's My Name?","Rihanna & Drake"
"15","La Mia Storia Con Te","Alessandra Amoroso"
"16","Barbra Streisand","Duck Sauce"
"17","Hello","Martin Solveig"
"18","Just The Way You Are","Bruno Mars"
"19","Replay","Iyaz"
"20","Airplanes","B.o.B"
