"rank","title","artist"
"1","Martyr","Depeche Mode"
"2","Ed Ero Contentissimo","Tiziano Ferro"
"3","Sei Parte Di Me","Zero Assoluto"
"4","Runaway","Jamiroquai"
"5","Primo Appuntamento","Gigi D'alessio"
"6","Sexy Back","Justin Timberlake"
"7","Rudebox","Robbie Williams"
"8","Save Room","John Legend"
"9","Call Me When You're Sober","Evanescence"
"10","Crazy","Gnarls Barkley"
"11","I Don't Feel Like Dancin'","Scissor Sisters"
"12","An Easier Affair","George Michael"
"13","Down On My Knees","Ayo"
"14","Oh! What A Girl!","Simply Red"
"15","Rock This Party (Everybody Dance Now)","Bob Sinclar"
"16","Promiscuous","Nelly Furtado"
"17","Stars Are Blind","Paris Hilton"
"18","Svegliarsi La Mattina","Zero Assoluto"
"19","Right Where You Want Me","Mccartney Jesse"
"20","Coming Around Again","Webbe Simon"
