"rank","title","artist"
"1","Happy","Pharrell Williams"
"2","Un Amore Cosi Grande 2014","Negramaro"
"3","Rather Be","Clean Bandit & Jess Glynne"
"4","Changes","Faul"
"5","Logico # 1","Cesare Cremonini"
"6","Dark Horse","Katy Perry"
"7","La Fine Del Mondo","Gabry Ponte"
"8","Jubel","Klingande"
"9","Stolen Dance","Milky Chance"
"10","Magic","Coldplay"
"11","Liar Liar","Cris Cab"
"12","Demons","Imagine Dragons"
"13","Tous Les Memes","Stromae"
"14","Counting Stars","OneRepublic"
"15","Dannate Nuvole","Vasco Rossi"
"16","Budapest","George Ezra"
"17","C'eravamo Tanto Sbagliati","Lo Stato Sociale"
"18","West Coast","Lana Del Rey"
"19","DNA","Anna F."
"20","I Got U","Duke Dumont & Jax Jones"
