"rank","title","artist"
"1","Maracana","Emis Killa"
"2","Splendida Ostinazione","Marco Carta"
"3","A Sky Full Of Stars","Coldplay"
"4","Love Never Felt So Good","Michael Jackson"
"5","Summer","Calvin Harris"
"6","Dare (La La La)","Shakira"
"7","Waves","Mr Probz"
"8","We Are One (Ole Ola)","Pitbull, Jennifer Lopez & Cludia Leitte"
"9","Buonanotte Giorno","Gabry Ponte"
"10","Try","P!nk"
"11","Il Mio Giorno Piu Bello Nel Mondo","Francesco Renga"
"12","Papaoutai","Stromae"
"13","Sing","Ed Sheeran"
"14","Addicted To You","Avicii"
"15","Rather Be","Clean Bandit & Jess Glynne"
"16","Changes","Faul"
"17","Non Mi Ami","Giorgia"
"18","Hideaway","Kiesza"
"19","I Got U","Duke Dumont & Jax Jones"
"20","Happy","Pharrell Williams"
