"rank","title","artist"
"1","Amazing","George Michael"
"2","Dragostea Din Tei","Haiducii"
"3","Shut Up","Black Eyed Peas"
"4","My Immortal","Evanescence"
"5","Fuori Dal Tunnel","Caparezza"
"6","Turn Me On","Kevin Lyttle"
"7","Toxic","Britney Spears"
"8","Hey Ya!","Outkast"
"9","Superstar","Jamelia"
"10","Red Blooded Woman","Kylie Minogue"
"11","In The Shadows","Rasmus"
"12","Sunshine","Patrice"
"13","I'm Still In Love With You","Sean Paul"
"14","Obsesion","Aventura"
"15","Life For Rent","Dido"
"16","Sunrise","Norah Jones"
"17","Another Day","Lene Marlin"
"18","First Day Of My Life","Rasmus"
"19","Stand Up","Ludacris"
"20","Love Profusion","Madonna"
