"rank","title","artist"
"1","Est-ce Que Tu M`aimes?","Maitre Gims"
"2","Ginza","J Balvin"
"3","Sorry","Justin Bieber"
"4","Stitches","Shawn Mendes"
"5","Take Me Home","Jess Glynne"
"6","Adventure Of A Lifetime","Coldplay"
"7","7 Years","Lukas Graham"
"8","Locked Away","R. City & Adam Levine"
"9","Reality","Lost Frequencies & Janieck Devy"
"10","Love Yourself","Justin Bieber & Jaden Smith"
"11","What Do You Mean?","Justin Bieber"
"12","Pillowtalk","Zayn Malik"
"13","Take Your Time","Sam Hunt"
"14","Hello","Adele"
"15","Volevo Te","Giusy Ferreri"
"16","Ti Ho Voluto Bene Veramente","Marco Mengoni"
"17","Hotline Bling","Drake"
"18","Ego","Willy William"
"19","Faded","Alan Walker"
"20","Simili","Laura Pausini"
