"rank","title","artist"
"1","Prayer In C (Robin Schulz Remix)","Lilly Wood & Prick"
"2","Hideaway","Kiesza"
"3","Il Mio Giorno Piu Bello Nel Mondo","Francesco Renga"
"4","Lovers On The Sun","David Guetta & Sam Martin"
"5","A Sky Full Of Stars","Coldplay"
"6","Bailando","Enrique Iglesias"
"7","The Chamber","Lenny Kravitz"
"8","Summer","Calvin Harris"
"9","Waves","Mr Probz"
"10","On Top Of The World","Imagine Dragons"
"11","Maracana","Emis Killa"
"12","Love Never Felt So Good","Michael Jackson"
"13","Maps","Maroon 5"
"14","Splendida Ostinazione","Marco Carta"
"15","Am I Wrong","Nico & Vinz"
"16","Stay With Me","Sam Smith"
"17","Extraordinary","Clean Bandit"
"18","Liar Liar","Cris Cab"
"19","Lasciami Entrare","Valerio Scanu"
"20","Papaoutai","Stromae"
