"rank","title","artist"
"1","Payphone","Maroon 5 & Wiz Khalifa"
"2","Cercavo Amore","Emma"
"3","La Cacada","Checco Zalone"
"4","Come Un Pittore","Moda"
"5","Ma Cherie","DJ Antoine"
"6","Somebody That I Used To Know","Gotye & Kimbra"
"7","We Are Young","Fun. & Janelle Monae"
"8","Drive By","Train"
"9","Summer Paradise","Simple Plan & K'naan"
"10","Tu Mi Porti Su","Giorgia"
"11","Girl Gone Wild","Madonna"
"12","Senza Riserva","Annalisa"
"13","We Found Love","Rihanna & Calvin Harris"
"14","Dance Again","Jennifer Lopez & Pitbull"
"15","Come Se Non Fosse Stato Mai Amore","Marco Carta"
"16","Sara Possibile","Nicole Tuzii"
"17","Non E L'inferno","Emma"
"18","Ci Vediamo A Casa","Dolcenera"
"19","Goodbye Kiss","Kasabian"
"20","These Boots Are Made For Walkin","Planet Funk"
