"rank","title","artist"
"1","Non Ti Scordar Mai Di Me","Giusy Ferreri"
"2","A Te","Jovanotti"
"3","Cry","Novecento"
"4","Give It 2 Me","Madonna"
"5","I'm Yours","Jason Mraz"
"6","American Boy","Estelle & Kanye West"
"7","Ah! Ah! Ah!","Cinema 2"
"8","Viva La Vida","Coldplay"
"9","In Italia","Fabri Fibra"
"10","Tu Lo Sai","Maurizio Cinesi"
"11","Love Song","Sara Bareilles"
"12","Stop And Stare","OneRepublic"
"13","Carry You Home","James Blunt"
"14","A Ferro E Fuoco","Mario Venuti"
"15","Tear Down These Houses","Skin"
"16","Cammina Nel Sole","Gianluca Grignani"
"17","Eppure Mi Hai Cambiato La Vita","Fabrizio Moro"
"18","Supernatural Superserious","R.E.M."
"19","Quasi 40","Tiromancino"
"20","Let Me Out","Ben's Brother"
