"rank","title","artist"
"1","British","Dark Polo Gang"
"2","Italiana","J-AX & Fedez"
"3","Peace & Love","Charlie Charles, Sfera Ebbasta & Ghali"
"4","Tesla","Capo Plaza, Sfera Ebbasta & DrefGold"
"5","La Cintura","Alvaro Soler"
"6","Fotografia","Carl Brave, Francesca Michielin & Fabri Fibra"
"7","Davide","Gemitaiz & Coez"
"8","X","Nicky Jam & J Balvin"
"9","Questa Nostra Stupida Canzone D'Amore","Thegiornalisti"
"10","These Days","Rudimental, Jess Glynne & Macklemore"
"11","Malibu","Carl Brave & Gemitaiz"
"12","Malibu","Vegas Jones"
"13","Chapeau","Carl Brave & Frah Quintale"
"14","Flames","David Guetta & Sia"
"15","Cupido","Sfera Ebbasta & Quavo"
"16","One Kiss","Calvin Harris & Dua Lipa"
"17","Ne E Valsa La Pena","Capo Plaza & Ghali"
"18","Crazy","Lost Frequencies & Zonderling"
"19","Moriro Da Re","Maneskin"
"20","No Roots","Alice Merton"
