"rank","title","artist"
"1","Cupido","Sfera Ebbasta & Quavo"
"2","Rockstar","Sfera Ebbasta"
"3","Sciroppo","Sfera Ebbasta & DrefGold"
"4","Ricchi & Sempre","Sfera Ebbasta"
"5","Serpenti A Sonagli","Sfera Ebbasta"
"6","Perfect","Ed Sheeran"
"7","Uber","Sfera Ebbasta"
"8","XNX","Sfera Ebbasta"
"9","20 Collane","Sfera Ebbasta"
"10","Bancomat","Sfera Ebbasta"
"11","Legenda","Sfera Ebbasta"
"12","Tran Tran","Sfera Ebbasta"
"13","La Musica Non C'e","Coez"
"14","Irraggiungibile","Shade & Federica Carta"
"15","Havana","Camila Cabello & Young Thug"
"16","Chosen","Maneskin"
"17","Ipernova","Mr. Rain"
"18","Echame La Culpa","Luis Fonsi & Demi Lovato"
"19","Leave A Light On","Tom Walker"
"20","Whatever It Takes","Imagine Dragons"
