"rank","title","artist"
"1","Perdonami","Salmo"
"2","Chosen","Maneskin"
"3","Favorisca I Sentimenti","J-AX & Fedez"
"4","L'Amore E","Enrico Nigiotti"
"5","Perfect","Ed Sheeran"
"6","Irraggiungibile","Shade & Federica Carta"
"7","Havana","Camila Cabello & Young Thug"
"8","La Legge Del Piu Forte","Tedua & Chris Nolan"
"9","Rockstar","Post Malone & 21 Savage"
"10","Sconosciuti Da Una Vita","J-AX & Fedez"
"11","Trapano","MadMan"
"12","Giovane Fuoriclasse","Capo Plaza & Ava"
"13","Poetica","Cesare Cremonini"
"14","What Lovers Do","Maroon 5 & SZA"
"15","Dusk Till Dawn","Zayn & Sia"
"16","Fino All'Imbrunire","Negramaro"
"17","New Rules","Dua Lipa"
"18","Habibi","Ghali"
"19","Ti Fa Stare Bene","Caparezza"
"20","Stavo Pensando A Te","Fabri Fibra"
