"rank","title","artist"
"1","Take Me To Church","Hozier"
"2","Magnifico","Fedez & Francesca Michielin"
"3","Guerriero","Marco Mengoni"
"4","Bailando","Enrique Iglesias"
"5","Napule E","Pino Daniele"
"6","Thinking Out Loud","Ed Sheeran"
"7","Dangerous","David Guetta & Sam Martin"
"8","Quando","Pino Daniele"
"9","Chandelier","Sia"
"10","Prayer In C (Robin Schulz Remix)","Lilly Wood & Prick"
"11","I'm Not The Only One","Sam Smith"
"12","Quanno Chiove","Pino Daniele"
"13","I'm An Albatraoz","AronChupa"
"14","Uptown Funk!","Mark Ronson & Bruno Mars"
"15","Je So' Pazzo","Pino Daniele"
"16","Fade Out Lines","Avener"
"17","Animals","Maroon 5"
"18","Sabato","Jovanotti"
"19","All Of Me","John Legend"
"20","The Reason Why","Lorenzo Fragola"
