"rank","title","artist"
"1","Senza Pagare","J- AX & Fedez, T- Pain"
"2","Riccione","Thegiornalisti"
"3","Mi Gente","J Balvin & Willy William"
"4","Voglio Ballare Con Te","Baby K & Andres Dvicio"
"5","L'Esercito Del Selfie","Takagi & Ketra, Lorenzo Fragola & Arisa"
"6","Despacito","Luis Fonsi & Daddy Yankee"
"7","Pamplona","Fabri Fibra & Thegiornalisti"
"8","Thunder","Imagine Dragons"
"9","El Party","Jake La Furia & Alessio La Profunda Melodia"
"10","Tutto Per Una Ragione","Benji & Fede, Annalisa"
"11","More Than You Know","Axwell & Ingrosso"
"12","Attention","Charlie Puth"
"13","Something Just Like This","Chainsmokers & Coldplay"
"14","Friends","Justin Bieber & Blood Pop"
"15","There's Nothing Holdin' Me Back","Shawn Mendes"
"16","No Vacancy","OneRepublic"
"17","Volare","Fabio Rovazzi & Gianni Morandi"
"18","Happy Days","Ghali"
"19","2U","David Guetta & Justin Bieber"
"20","Lamborghini","Gue Pequeno & Sfera Ebbasta"
