"rank","title","artist"
"1","Baby","Sfera Ebbasta & J Balvin"
"2","Altalene","Bloody Vinyl, Slait, Tha Supreme & Mara Sattei, Coez"
"3","Destri","Gazzelle"
"4","Superclassico","Ernia"
"5","All I Want For Christmas Is You","Mariah Carey"
"6","Bottiglie Prive","Sfera Ebbasta"
"7","Cuore Nero","Blind"
"8","Scooby Doo","Pinguini Tattici Nucleari"
"9","Bella Storia","Fedez"
"10","Tik Tok","Sfera Ebbasta, Marracash & Gue Pequeno"
"11","Mood","24kGoldn & Iann Dior"
"12","Hypnotized","Purple Disco Machine & Sophie And The Giants"
"13","Concedimi","Matteo Romano"
"14","Vent'Anni","Maneskin"
"15","Dakiti","Bad Bunny & Jhay Cortez"
"16","Head & Heart","Joel Corry & MNEK"
"17","Slatt","Rondodasosa & Capo Plaza"
"18","A Un Passo Dalla Luna","Rocco Hunt & Ana Mena"
"19","Chico","Gue Pequeno, Rose Villain & Luche"
"20","Dynamite","BTS"
