"rank","title","artist"
"1","Torna A Casa","Maneskin"
"2","Fuoco E Benzina","Emis Killa"
"3","Shallow","Lady Gaga & Bradley Cooper"
"4","Cambiare Adesso","Dark Polo Gang"
"5","Pablo","Rvssian & Sfera Ebbasta"
"6","Taki Taki","DJ Snake, Ozuna, Selena Gomez & Cardi B"
"7","90MIN","Salmo"
"8","Girls Like You","Maroon 5 & Cardi B"
"9","Rollercoaster","Emis Killa"
"10","Promises","Calvin Harris & Sam Smith"
"11","Claro","Emis Killa, Vegas Jomes & Gemitaiz"
"12","Dope 2","Emis Killa, 6ix9ine & Pashapg"
"13","Cocaina","Emis Killa & Capo Plazza"
"14","MIA","Bad Bunny & Drake"
"15","My Life Is Going On","Burak Yeter & Cecilia Krull"
"16","Adios","Emis Killa & Gue Pequeno"
"17","New York","Thegiornalisti"
"18","In My Mind","Dynoro & Gigi D'Agostino"
"19","Cascare Nei Tuoi Occhi","Ultimo"
"20","Fumo Da Solo","Izi"
