"rank";"title";"artist"
"1";"Calipso";"Charlie Charles, Sfera Ebbasta, Mahmood & Fabri Fibra"
"2";"Ostia Lido";"J-AX"
"3";"Bad Guy";"Billie Eilish"
"4";"I Don't Care";"Ed Sheeran & Justin Bieber"
"5";"Old Town Road";"Lil Nas X"
"6";"Someone You Loved";"Lewis Capaldi"
"7";"Taki Taki";"Dark Polo Gang"
"8";"Jambo";"Takagi & Ketra, Omi & Giusy Ferreri"
"9";"Per Un Milione";"BoomDaBash"
"10";"Con Calma";"Daddy Yankee & Snow"
"11";"Calma (Remix)";"Pedro Capo & Farruko"
"12";"Maradona Y Pele";"Thegiornalisti"
"13";"E Sempre Bello";"Coez"
"14";"48H";"Izi & Sfera Ebbasta"
"15";"Sex On The Beach";"Dark Polo Gang"
"16";"Soldi";"Mahmood"
"17";"Rondini Al Guinzaglio";"Ultimo"
"18";"Domenica";"Coez"
"19";"La Luna E La Gatta";"Takagi & Ketra, Tommaso Paradiso, Jovanotti & Calcutta"
"20";"Don't Call Me Up";"Mabel"
