"rank";"title";"artist"
"1";"Una Volta Ancora";"Fred De Palma & Ana Mena"
"2";"Dove E Quando";"Benji & Fede"
"3";"Chiasso";"Random & Zenit"
"4";"Senorita";"Shawn Mendes & Camila Cabello"
"5";"Jambo";"Takagi & Ketra, Omi & Giusy Ferreri"
"6";"Margarita";"Elodie & Marracash"
"7";"Mambo Salentino";"Boomdabash & Alessandra Amoroso"
"8";"Yoshi";"Machete, Dani Faiv, Tha Supreme & Fabri Fibra"
"9";"Arrogante";"Irama"
"10";"Ostia Lido";"J-AX"
"11";"Lento";"Boro Boro & Mambolosco"
"12";"Loco Contigo";"DJ Snake & J Balvin, Tyga"
"13";"La Hit Dell' Estate";"Shade"
"14";"Playa";"Baby K"
"15";"Calipso";"Charlie Charles, Sfera Ebbasta, Mahmood & Fabri Fibra"
"16";"China";"Anuel AA, Daddy Yankee, Karol G, J Balvin & Ozuna"
"17";"Piece Of Your Heart";"Meduza & Goodboys"
"18";"Cin Cin";"Alfa & Yanomi"
"19";"Ho Paura Di Uscire 2";"Machete, Salmo & Lazza"
"20";"Look Back At It";"A Boogie Wit Da Hoodie"
