"rank","title","artist"
"1","Shimbalaye","Maria Gadu"
"2","Danza Kuduro","Don Omar & Lucenzo"
"3","The Sound Of Sunshine","Michael Franti & Spearhead"
"4","Il Piu' Grande Spettacolo Dopo Il Big Bang","Jovanotti"
"5","Mr. Saxobeat","Alexandra Stan"
"6","Moves Like Jagger","Maroon 5 & Christina Aguilera"
"7","Give Me Everything","Pitbull"
"8","Il Mio Giorno Migliore","Giorgia"
"9","Party Rock Anthem","LMFAO"
"10","Last Friday Night (T.G.I.F.)","Katy Perry"
"11","Rabiosa","Shakira & Pitbull"
"12","Set Fire To The Rain","Adele"
"13","Just Can't Get Enough","Black Eyed Peas"
"14","Back To Black","Amy Winehouse"
"15","California King Bed","Rihanna"
"16","Price Tag","Jessie J & B.o.B"
"17","Basta Cosi","Negramaro & Elisa"
"18","Arrivera","Emma & Moda"
"19","Diamante Lei E Luce Lui","Annalisa"
"20","On The Floor","Jennifer Lopez & Pitbull"
