"rank","title","artist"
"1","Balada ","Gusttavo Lima"
"2","Endless Summer","Oceana"
"3","Call Me Maybe","Carly Rae Jepsen"
"4","Se Il Mondo Fosse","Emis Killa, Club Dogo, Jax & Marracash"
"5","Payphone","Maroon 5 & Wiz Khalifa"
"6","Ma Cherie","DJ Antoine"
"7","Non Vivo Piu Senza Te","Biagio Antonacci"
"8","Mama Lover","Serebro"
"9","Come Un Pittore","Moda"
"10","Tu Mi Porti Su","Giorgia"
"11","Drive By","Train"
"12","Only The Horses","Scissor Sisters"
"13","Summer Paradise","Simple Plan & K'naan"
"14","Senza Riserva","Annalisa"
"15","Girl Gone Wild","Madonna"
"16","Sara Possibile","Nicole Tuzii"
"17","We Found Love","Rihanna & Calvin Harris"
"18","Somebody That I Used To Know","Gotye & Kimbra"
"19","Non E L'inferno","Emma"
"20","We Are Young","Fun. & Janelle Monae"
