"rank","title","artist"
"1","Love Me Like You Do","Ellie Goulding"
"2","Take Me To Church","Hozier"
"3","Uptown Funk!","Mark Ronson & Bruno Mars"
"4","Guerriero","Marco Mengoni"
"5","FourFiveSeconds","Rihanna, Kanye West & Paul McCartney"
"6","Thinking Out Loud","Ed Sheeran"
"7","Cheerleader","OMI"
"8","Magnifico","Fedez & Francesca Michielin"
"9","Sugar","Maroon 5"
"10","Siamo Uguali","Lorenzo Fragola"
"11","Sabato","Jovanotti"
"12","Una Finestra Tra Le Stelle","Annalisa"
"13","Hold Back The River","James Bay"
"14","Grande Amore","Il Volo"
"15","Incanto","Tiziano Ferro"
"16","Fatti Avanti Amore","Nek"
"17","Straordinario","Chiara"
"18","Chandelier","Sia"
"19","Elastic Heart","Sia, The Weeknd & Diplo"
"20","Bailando","Enrique Iglesias"
