"rank","title","artist"
"1","Army Of Lovers","Lee Ryan"
"2","I Bambini Fanno Oh","Povia"
"3","Incomplete","Backstreet Boys"
"4","Lascia Che Io Sia","Nek"
"5","Axel F","Crazy Frog"
"6","Bad Day","Daniel Powter"
"7","Una Poesia Anche Per Te","Elisa"
"8","La Tortura","Shakira"
"9","Vieni Con Me","Paps 'n' Skar"
"10","Tanto","Jovanotti"
"11","Semplicemente","Zero Assoluto"
"12","City Of Blinding Lights","U2"
"13","High","James Blunt"
"14","Black Horse And Cherry Tree","KT Tunstall"
"15","Parlo Di Te","Pago"
"16","Marmellata 25","Cesare Cremonini"
"17","Hollaback Girl","Gwen Stefani"
"18","Rotolando Verso Sud","Negrita"
"19","Lasciala Andare","Irene Grandi"
"20","Gasolina","Daddy Yankee"
