"rank","title","artist"
"1","A Sky Full Of Stars","Coldplay"
"2","Sing","Ed Sheeran"
"3","Magic","Coldplay"
"4","Happy","Pharrell Williams"
"5","We Are One (Ole Ola)","Pitbull, Jennifer Lopez & Cludia Leitte"
"6","Changes","Faul"
"7","Rather Be","Clean Bandit & Jess Glynne"
"8","Stolen Dance","Milky Chance"
"9","Addicted To You","Avicii"
"10","Love Never Felt So Good","Michael Jackson"
"11","Un Amore Cosi Grande 2014","Negramaro"
"12","Liar Liar","Cris Cab"
"13","Logico # 1","Cesare Cremonini"
"14","Dark Horse","Katy Perry"
"15","I Got U","Duke Dumont & Jax Jones"
"16","Summer","Calvin Harris"
"17","Midnight","Coldplay"
"18","Dare (La La La)","Shakira"
"19","Tous Les Memes","Stromae"
"20","Domani E Un Altro Film","Dear Jack"
