"rank";"title";"artist"
"1";"Calipso";"Charlie Charles, Sfera Ebbasta, Mahmood & Fabri Fibra"
"1";"Calipso";"Charlie Charles, Sfera Ebbasta, Mahmood & Fabri Fibra"
"2";"Bad Guy";"Billie Eilish"
"2";"Bad Guy";"Billie Eilish"
"3";"Old Town Road";"Lil Nas X"
"3";"Old Town Road";"Lil Nas X"
"4";"I Don't Care";"Ed Sheeran & Justin Bieber"
"4";"I Don't Care";"Ed Sheeran & Justin Bieber"
"5";"Someone You Loved";"Lewis Capaldi"
"5";"Someone You Loved";"Lewis Capaldi"
"6";"Ostia Lido";"J-AX"
"6";"Ostia Lido";"J-AX"
"7";"Maradona Y Pele";"Thegiornalisti"
"7";"Maradona Y Pele";"Thegiornalisti"
"8";"48H";"Izi & Sfera Ebbasta"
"8";"48H";"Izi & Sfera Ebbasta"
"9";"Con Calma";"Daddy Yankee & Snow"
"9";"Con Calma";"Daddy Yankee & Snow"
"10";"Per Un Milione";"BoomDaBash"
"10";"Per Un Milione";"BoomDaBash"
"11";"Calma (Remix)";"Pedro Capo & Farruko"
"11";"Calma (Remix)";"Pedro Capo & Farruko"
"12";"Sex On The Beach";"Dark Polo Gang"
"12";"Sex On The Beach";"Dark Polo Gang"
"13";"Soldi";"Mahmood"
"13";"Soldi";"Mahmood"
"14";"E Sempre Bello";"Coez"
"14";"E Sempre Bello";"Coez"
"15";"La Luna E La Gatta";"Takagi & Ketra, Tommaso Paradiso, Jovanotti & Calcutta"
"15";"La Luna E La Gatta";"Takagi & Ketra, Tommaso Paradiso, Jovanotti & Calcutta"
"16";"Sweet But Psycho";"Ava Max"
"16";"Sweet But Psycho";"Ava Max"
"17";"Rondini Al Guinzaglio";"Ultimo"
"17";"Rondini Al Guinzaglio";"Ultimo"
"18";"Mademoiselle";"Sfera Ebbasta"
"18";"Mademoiselle";"Sfera Ebbasta"
"19";"Baila Baila Baila";"Ozuna"
"19";"Baila Baila Baila";"Ozuna"
"20";"Don't Call Me Up";"Mabel"
"20";"Don't Call Me Up";"Mabel"
