"rank","title","artist"
"1","Get Lucky","Daft Punk"
"2","Just Give Me A Reason","P!nk & Nate Ruess"
"3","Blurred Lines","Robin Thicke"
"4","I'm In Love","Ola"
"5","My Head Is A Jungle","Wankelmut & Emma Louise"
"6","Thrift Shop","Macklemore, Ryan Lewis & Wanz"
"7","Pompeii","Bastille"
"8","Cigno Nero","Fedez & Francesca Michielin"
"9","Play Hard","David Guetta"
"10","Sotto Casa","Max Gazze"
"11","Scream & Shout","Will.i.am & Britney Spears"
"12","L'essenziale","Marco Mengoni"
"13","100000 Parole D'Amore","Davide"
"14","I Follow Rivers","Lykke Li"
"15","Non Passerai","Marco Mengoni"
"16","Gentleman","PSY"
"17","I See You","Jutty Ranx"
"18","Musica","Fly Project"
"19","Amami","Emma"
"20","Rose Nere","Gue Pequeno"
