"rank","title","artist"
"1","Calma (Remix)","Pedro Capo & Farruko"
"2","Con Calma","Daddy Yankee & Snow"
"3","Per Un Milione","BoomDaBash"
"4","E Sempre Bello","Coez"
"5","Bad Guy","Billie Eilish"
"6","Soldi","Mahmood"
"7","Old Town Road","Lil Nas X"
"8","Sweet But Psycho","Ava Max"
"9","La Luna E La Gatta","Takagi & Ketra, Tommaso Paradiso, Jovanotti & Calcutta"
"10","Mademoiselle","Sfera Ebbasta"
"11","I Tuoi Particolari","Ultimo"
"12","Baila Baila Baila","Ozuna"
"13","Il Cielo Nella Stanza","Salmo & Nstasia"
"14","Rondini Al Guinzaglio","Ultimo"
"15","Blu","Rkomi & Elisa"
"16","Bad Liar","Imagine Dragons"
"17","Don't Call Me Up","Mabel"
"18","Shallow","Lady Gaga & Bradley Cooper"
"19","Adan Y Eva","Paulo Londra"
"20","Mon Cheri","Rkomi & Sfera Ebbasta"
