"rank","title","artist"
"1","La Notte","Arisa"
"2","Ai Se Eu Te Pego","Michel Telo"
"3","Somebody That I Used To Know","Gotye & Kimbra"
"4","Tacata","Romano & Sapienza"
"5","Titanium","David Guetta & Sia"
"6","Sono Solo Parole","Noemi"
"7","Non E L'inferno","Emma"
"8","Ti Dedico Tutto","Biagio Antonacci"
"9","Per Sempre","Nina Zilli"
"10","Give Me All Your Luvin'","Madonna, Nicki Minaj & M.I.A."
"11","Ci Vediamo A Casa","Dolcenera"
"12","Tappeto Di Fragole","Moda"
"13","L'anno Che Verra","Lucio Dalla"
"14","These Boots Are Made For Walkin","Planet Funk"
"15","We Found Love","Rihanna & Calvin Harris"
"16","Sara Possibile","Nicole Tuzii"
"17","L'Amore E Una Cosa Semplice","Tiziano Ferro"
"18","Moves Like Jagger","Maroon 5 & Christina Aguilera"
"19","F*** With You","Bob Sinclar & Sophie Ellis-Bextor"
"20","Unica","Antonello Venditti"
