"rank","title","artist"
"1","Get Lucky","Daft Punk"
"2","Just Give Me A Reason","P!nk & Nate Ruess"
"3","Blurred Lines","Robin Thicke"
"4","Pompeii","Bastille"
"5","Rose Nere","Gue Pequeno"
"6","Thrift Shop","Macklemore, Ryan Lewis & Wanz"
"7","My Head Is A Jungle","Wankelmut & Emma Louise"
"8","I'm In Love","Ola"
"9","L'essenziale","Marco Mengoni"
"10","Play Hard","David Guetta"
"12","Sotto Casa","Max Gazze"
"13","Gentleman","PSY"
"14","Scream & Shout","Will.i.am & Britney Spears"
"15","Amami","Emma"
"16","I See You","Jutty Ranx"
"17","100000 Parole D'Amore","Davide"
"18","Non Passerai","Marco Mengoni"
"19","I Follow Rivers","Lykke Li"
"19","Musica","Fly Project"
"20","Harlem Shake","Baauer"
